1	666
2	667
3	668
4	669
5	669
6	671
7	672
8	671
9	671
10	672
11	674
12	673
13	674
14	674
15	676
16	676
17	676
18	678
19	678
20	680
21	679
22	681
23	682
24	682
25	682
26	683
27	683
28	684
29	686
30	685
31	687
32	688
33	688
34	689
35	689
36	691
37	690
38	692
39	692
40	693
41	693
42	693
43	696
44	695
45	696
46	696
47	697
48	698
49	699
50	700
51	700
52	702
53	700
54	702
55	703
56	703
57	704
58	704
59	706
60	706
61	707
62	706
63	708
64	710
65	709
66	710
67	710
68	711
69	711
70	712
71	714
72	714
73	713
74	715
75	716
76	716
77	718
78	717
79	719
80	719
81	719
82	720
83	720
84	721
85	722
86	723
87	723
88	723
89	724
90	725
91	726
92	726
93	727
94	727
95	729
96	729
97	731
98	730
99	731
100	732
101	733
102	734
103	735
104	735
105	737
106	737
107	736
108	738
109	738
110	740
111	738
112	741
113	742
114	741
115	744
116	743
117	746
118	745
119	745
120	747
121	746
122	745
123	747
124	749
125	750
126	751
127	753
128	751
129	751
130	753
131	753
132	754
133	754
134	755
135	756
136	758
137	757
138	759
139	759
140	760
141	760
142	761
143	760
144	762
145	762
146	764
147	764
148	764
149	766
150	766
151	767
152	766
153	768
154	769
155	769
156	769
157	770
158	770
159	772
160	773
161	772
162	775
163	774
164	775
165	775
166	777
167	777
168	778
169	778
170	780
171	780
172	780
173	780
174	782
175	783
176	784
177	784
178	785
179	786
180	786
181	787
182	787
183	788
184	788
185	790
186	790
187	792
188	791
189	792
190	793
191	794
192	794
193	794
194	796
195	796
196	796
197	797
198	797
199	799
200	800
201	800
202	801
203	801
204	803
205	802
206	804
207	804
208	802
209	806
210	806
211	808
212	807
213	808
214	810
215	809
216	810
217	810
218	810
219	813
220	813
221	814
222	814
223	815
224	816
225	815
226	817
227	818
228	818
229	819
230	820
231	820
232	821
233	822
234	823
235	823
236	823
237	824
238	825
239	826
240	827
241	827
242	827
243	828
244	828
245	830
246	830
247	830
248	832
249	834
250	834
251	833
252	834
253	834
254	835
255	837
256	837
257	836
258	839
259	840
260	839
261	841
262	841
263	842
264	843
265	843
266	843
267	844
268	845
269	845
270	846
271	847
272	847
273	847
274	846
275	849
276	850
277	851
278	851
279	852
280	853
281	853
282	853
283	855
284	856
285	856
286	857
287	858
288	859
289	858
290	859
291	860
292	860
293	862
294	867
295	862
296	863
297	864
298	866
299	865
300	867
301	866
302	868
303	875
304	870
305	868
306	871
307	872
308	871
309	873
310	873
311	874
312	874
313	875
314	875
315	876
316	878
317	878
318	878
319	879
320	880
321	880
322	881
323	880
324	882
325	883
326	884
327	884
328	886
329	885
330	886
331	887
332	889
333	888
334	889
335	890
336	890
337	892
338	891
339	891
340	892
341	894
342	894
343	895
344	896
345	896
346	897
347	897
348	899
349	898
350	901
351	900
352	902
353	901
354	903
355	904
356	903
357	905
358	905
359	906
360	907
361	907
362	907
363	908
364	909
365	910
366	911
367	911
368	913
369	912
370	912
371	913
372	914
373	915
374	916
375	916
376	917
377	917
378	918
379	918
380	920
381	920
382	922
383	922
384	922
385	924
386	923
387	924
388	926
389	926
390	926
391	927
392	928
393	928
394	929
395	930
396	930
397	929
398	931
399	933
400	934
401	933
402	937
403	937
404	935
405	936
406	937
407	937
408	938
409	939
410	938
411	941
412	942
413	942
414	942
415	944
416	945
417	944
418	955
419	945
420	946
421	947
422	948
423	948
424	950
425	950
426	950
427	951
428	953
429	952
430	955
431	954
432	954
433	956
434	956
435	956
436	957
437	959
438	957
439	959
440	960
441	960
442	962
443	961
444	962
445	963
446	964
447	965
448	965
449	965
450	966
451	968
452	967
453	968
454	969
455	970
456	969
457	971
458	971
459	973
460	974
461	974
462	974
463	976
464	976
465	976
466	973
467	977
468	978
469	978
470	980
471	981
472	981
473	981
474	983
475	982
476	984
477	985
478	985
479	986
480	987
481	987
482	987
483	988
484	988
485	990
486	991
487	991
488	991
489	992
490	994
491	993
492	995
493	996
494	996
495	997
496	997
497	997
498	999
499	1000
500	999
501	1001
502	1002
503	1001
504	1004
505	1002
506	1004
507	1003
508	1005
509	1006
510	1007
511	1008
512	1008
513	1007
514	1023
515	1009
516	1012
517	1009
518	1012
519	1011
520	1013
521	1013
522	1015
523	1015
524	1016
525	1015
526	1017
527	1017
528	1019
529	1018
530	1019
531	1019
532	1021
533	1021
534	1023
535	1023
536	1024
537	1023
538	1026
539	1025
540	1027
541	1028
542	1026
543	1028
544	1029
545	1029
546	1030
547	1030
548	1031
549	1031
550	1033
551	1033
552	1035
553	1034
554	1024
555	1036
556	1038
557	1037
558	1039
559	1039
560	1041
561	1039
562	1040
563	1040
564	1042
565	1045
566	1045
567	1043
568	1046
569	1045
570	1047
571	1047
572	1048
573	1048
574	1050
575	1049
576	1050
577	1050
578	1051
579	1053
580	1053
581	1053
582	1055
583	1055
584	1057
585	1055
586	1058
587	1057
588	1060
589	1059
590	1062
591	1060
592	1062
593	1061
594	1063
595	1063
596	1065
597	1064
598	1066
599	1066
600	1068
601	1066
602	1068
603	1067
604	1069
605	1069
606	1072
607	1072
608	1071
609	1072
610	1073
611	1073
612	1074
613	1074
614	1077
615	1076
616	1078
617	1077
618	1079
619	1079
620	1080
621	1080
622	1081
623	1081
624	1082
625	1082
626	1083
627	1083
628	1086
629	1085
630	1087
631	1086
632	1088
633	1088
634	1090
635	1089
636	1091
637	1090
638	1092
639	1092
640	1093
641	1093
642	1094
643	1094
644	1095
645	1096
646	1098
647	1097
648	1100
649	1098
650	1102
651	1101
652	1102
653	1101
654	1103
655	1102
656	1104
657	1103
658	1105
659	1105
660	1107
661	1106
662	1108
663	1108
664	1110
665	1109
666	1112
667	1111
668	1113
669	1109
670	1114
671	1114
672	1115
673	1115
674	1116
675	1116
676	1116
677	1116
678	1119
679	1119
680	1120
681	1119
682	1122
683	1122
684	1123
685	1124
686	1126
687	1124
688	1125
689	1125
690	1125
691	1127
692	1124
693	1128
694	1129
695	1131
696	1131
697	1131
698	1132
699	1132
700	1134
701	1134
702	1135
703	1134
704	1136
705	1136
706	1137
707	1137
708	1138
709	1138
710	1140
711	1139
712	1142
713	1141
714	1144
715	1142
716	1144
717	1143
718	1145
719	1145
720	1147
721	1146
722	1154
723	1148
724	1149
725	1149
726	1151
727	1151
728	1153
729	1152
730	1154
731	1153
732	1155
733	1155
734	1157
735	1156
736	1158
737	1158
738	1159
739	1159
740	1160
741	1159
742	1161
743	1161
744	1163
745	1163
746	1166
747	1164
748	1166
749	1166
750	1167
751	1166
752	1168
753	1168
754	1169
755	1168
756	1171
757	1171
758	1172
759	1172
760	1174
761	1173
762	1176
763	1174
764	1176
765	1175
766	1178
767	1178
768	1178
769	1178
770	1180
771	1180
772	1181
773	1181
774	1183
775	1181
776	1185
777	1183
778	1186
779	1185
780	1187
781	1187
782	1187
783	1188
784	1190
785	1189
786	1190
787	1190
788	1192
789	1192
790	1194
791	1192
792	1195
793	1194
794	1197
795	1196
796	1198
797	1198
798	1199
799	1199
800	1200
801	1200
802	1201
803	1202
804	1201
805	1204
806	1204
807	1205
808	1206
809	1206
810	1206
811	1208
812	1208
813	1209
814	1209
815	1212
816	1210
817	1211
818	1211
819	1213
820	1212
821	1215
822	1214
823	1216
824	1216
825	1217
826	1217
827	1219
828	1219
829	1220
830	1219
831	1221
832	1222
833	1222
834	1221
835	1224
836	1224
837	1225
838	1225
839	1227
840	1227
841	1227
842	1228
843	1229
844	1230
845	1231
846	1230
847	1232
848	1232
849	1233
850	1234
851	1235
852	1234
853	1235
854	1236
855	1237
856	1238
857	1237
858	1240
859	1240
860	1240
861	1242
862	1241
863	1243
864	1242
865	1244
866	1242
867	1245
868	1244
869	1246
870	1246
871	1248
872	1248
873	1249
874	1250
875	1251
876	1251
877	1253
878	1253
879	1253
880	1253
881	1255
882	1254
883	1255
884	1255
885	1257
886	1257
887	1259
888	1259
889	1260
890	1260
891	1261
892	1261
893	1262
894	1263
895	1264
896	1264
897	1265
898	1264
899	1267
900	1266
901	1269
902	1268
903	1268
904	1270
905	1270
906	1270
907	1272
908	1272
909	1274
910	1274
911	1274
912	1274
913	1275
914	1275
915	1277
916	1277
917	1279
918	1278
919	1279
920	1281
921	1281
922	1282
923	1283
924	1283
925	1284
926	1284
927	1286
928	1286
929	1288
930	1285
931	1288
932	1288
933	1290
934	1290
935	1291
936	1290
937	1292
938	1294
939	1294
940	1293
941	1295
942	1295
943	1298
944	1296
945	1297
946	1297
947	1299
948	1301
949	1300
950	1301
951	1302
952	1301
953	1302
954	1303
955	1305
956	1304
957	1307
958	1305
959	1307
960	1306
961	1306
962	1307
963	1310
964	1308
965	1311
966	1311
967	1312
968	1312
969	1313
970	1314
971	1314
972	1315
973	1316
974	1317
975	1318
976	1317
977	1319
978	1317
979	1319
980	1320
981	1321
982	1322
983	1323
984	1323
985	1324
986	1325
987	1325
988	1325
989	1327
990	1326
991	1328
992	1328
993	1329
994	1329
995	1331
996	1330
997	1332
998	1331
999	1334
1000	1334
1001	1334
1002	1335
1003	1336
1004	1336
1005	1338
1006	1338
1007	1339
1008	1339
1009	1340
1010	1340
1011	1342
1012	1341
1013	1343
1014	1343
1015	1343
1016	1344
1017	1346
1018	1346
1019	1347
1020	1347
1021	1348
1022	1349
1023	1350
1024	1350
1025	1352
1026	1351
1027	1352
1028	1353
1029	1354
1030	1354
1031	1356
1032	1355
1033	1354
1034	1357
1035	1357
1036	1358
1037	1359
1038	1360
1039	1360
1040	1360
1041	1362
1042	1362
1043	1364
1044	1363
1045	1365
1046	1364
1047	1366
1048	1366
1049	1368
1050	1369
1051	1368
1052	1368
1053	1369
1054	1369
1055	1371
1056	1370
1057	1372
1058	1373
1059	1374
1060	1374
1061	1375
1062	1375
1063	1376
1064	1376
1065	1378
1066	1377
1067	1379
1068	1379
1069	1380
1070	1380
1071	1382
1072	1381
1073	1384
1074	1383
1075	1384
1076	1385
1077	1386
1078	1385
1079	1387
1080	1387
1081	1388
1082	1389
1083	1389
1084	1391
1085	1391
1086	1392
1087	1392
1088	1392
1089	1393
1090	1394
1091	1395
1092	1396
1093	1397
1094	1398
1095	1397
1096	1397
1097	1399
1098	1399
1099	1400
1100	1401
1101	1402
1102	1402
1103	1403
1104	1403
1105	1404
1106	1402
1107	1406
1108	1406
1109	1406
1110	1407
1111	1408
1112	1408
1113	1410
1114	1410
1115	1411
1116	1411
1117	1412
1118	1413
1119	1414
1120	1414
1121	1414
1122	1416
1123	1417
1124	1417
1125	1418
1126	1417
1127	1420
1128	1419
1129	1420
1130	1420
1131	1422
1132	1422
1133	1424
1134	1423
1135	1425
1136	1425
1137	1426
1138	1425
1139	1428
1140	1428
1141	1428
1142	1428
1143	1430
1144	1429
1145	1431
1146	1430
1147	1433
1148	1433
1149	1434
1150	1434
1151	1435
1152	1435
1153	1436
1154	1437
1155	1438
1156	1439
1157	1439
1158	1439
1159	1441
1160	1440
1161	1441
1162	1441
1163	1443
1164	1443
1165	1445
1166	1445
1167	1446
1168	1446
1169	1446
1170	1447
1171	1449
1172	1448
1173	1450
1174	1449
1175	1451
1176	1451
1177	1452
1178	1452
1179	1454
1180	1454
1181	1455
1182	1455
1183	1456
1184	1457
1185	1457
1186	1458
1187	1459
1188	1460
1189	1460
1190	1460
1191	1461
1192	1462
1193	1463
1194	1464
1195	1464
1196	1465
1197	1466
1198	1466
1199	1467
1200	1467
1201	1469
1202	1468
1203	1470
1204	1471
1205	1471
1206	1471
1207	1472
1208	1473
1209	1473
1210	1474
1211	1474
1212	1475
1213	1476
1214	1477
1215	1478
1216	1477
1217	1479
1218	1478
1219	1480
1220	1481
1221	1482
1222	1482
1223	1484
1224	1483
1225	1484
1226	1485
1227	1486
1228	1486
1229	1487
1230	1487
1231	1488
1232	1488
1233	1490
1234	1491
1235	1491
1236	1491
1237	1493
1238	1494
1239	1494
1240	1494
1241	1495
1242	1495
1243	1497
1244	1497
1245	1498
1246	1498
1247	1499
1248	1499
1249	1500
1250	1500
1251	1502
1252	1502
1253	1503
1254	1503
